Query	Reference	Distance
genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	0.022273
genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	0.001504
genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	0.000612
genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	0.000920
genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	0.016137
genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	genome_hypermash_test/GCF_013300625.1_ASM1330062v1_genomic.fna.gz	0.026131
genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	0.026385
genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	0.001051
genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	0.025748
genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	0.025592
genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	0.026115
genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	0.000000
genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	0.026131
genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	0.026838
genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	0.025840
genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	0.026120
genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	0.026553
genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	0.025582
genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	0.026314
genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	0.026115
genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	0.025747
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/GCF_013300625.1_ASM1330062v1_genomic.fna.gz	0.000060
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	0.019628
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	0.026366
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	0.015338
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	0.000632
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	0.000068
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	0.026120
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	0.000043
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	0.000928
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	0.015515
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	0.000000
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	0.021487
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	0.000651
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	0.001505
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	0.000060
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	0.015305
genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	genome_hypermash_test/GCF_013300625.1_ASM1330062v1_genomic.fna.gz	0.019620
genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	0.000000
genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	0.026639
genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	0.019887
genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	0.019106
genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	0.019641
genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	0.026385
genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	0.019624
genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	0.020471
genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	0.020014
genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	0.019628
genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	0.023186
genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	0.019111
genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	0.019980
genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	0.019641
genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	0.019827
genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	genome_hypermash_test/GCF_013300625.1_ASM1330062v1_genomic.fna.gz	0.021495
genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	0.023186
genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	0.026851
genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	0.019780
genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	0.020948
genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	0.021491
genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	0.026553
genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	0.021496
genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	0.022273
genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	0.019984
genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	0.021487
genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	0.000000
genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	0.020957
genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	0.021775
genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	0.021491
genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	0.019721
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/GCF_013300625.1_ASM1330062v1_genomic.fna.gz	0.000651
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	0.019106
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	0.025849
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	0.014793
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	0.000000
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	0.000655
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	0.025592
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	0.000618
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	0.001498
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	0.014967
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	0.000632
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	0.020948
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	0.000068
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	0.000958
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	0.000636
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	0.014768
genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	genome_hypermash_test/GCF_013300625.1_ASM1330062v1_genomic.fna.gz	0.000064
genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	0.019641
genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	0.026371
genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	0.015338
genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	0.000655
genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	0.000000
genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	0.026115
genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	0.000073
genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	0.000936
genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	0.015515
genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	0.000068
genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	0.021491
genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	0.000653
genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	0.001525
genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	0.000060
genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	0.015305
genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	genome_hypermash_test/GCF_013300625.1_ASM1330062v1_genomic.fna.gz	0.000071
genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	0.019641
genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	0.026376
genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	0.015338
genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	0.000636
genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	0.000060
genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	0.026115
genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	0.000050
genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	0.000920
genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	0.015508
