Query	Reference	Distance
genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	0.025840
genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	0.015465
genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	genome_hypermash_test/GCF_013300625.1_ASM1330062v1_genomic.fna.gz	0.015479
genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	0.026592
genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	0.016222
genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	0.020678
genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	0.015053
genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	0.015610
genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	0.000636
genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	0.020513
genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	0.000557
genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	0.000000
genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	0.015804
genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	0.015050
genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	0.015610
genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	0.015636
genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	0.025902
genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	0.015599
genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	genome_hypermash_test/GCF_013300625.1_ASM1330062v1_genomic.fna.gz	0.015621
genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	0.026667
genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	0.016353
genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	0.022747
genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	0.001471
genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	0.000879
genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	0.016114
genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	0.020771
genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	0.016222
genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	0.016353
genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	0.000618
genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	0.001463
genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	0.000875
genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	0.000881
genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	0.027566
genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	0.000906
genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	genome_hypermash_test/GCF_013300625.1_ASM1330062v1_genomic.fna.gz	0.000877
genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	0.027709
genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	0.000000
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	0.022259
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	0.000904
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	0.001476
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	0.015556
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	0.020202
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	0.015672
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	0.015804
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	0.000000
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	0.000900
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	0.001468
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	0.001470
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	0.027052
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	0.001488
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/GCF_013300625.1_ASM1330062v1_genomic.fna.gz	0.001468
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	0.027196
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	0.000618
genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	0.021920
genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	0.000643
genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	0.000000
genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	0.015378
genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	0.020001
genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	0.015476
genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	0.015610
genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	0.001476
genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	0.000632
genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	0.000062
genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	0.000068
genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	0.026811
genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	0.000069
genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	genome_hypermash_test/GCF_013300625.1_ASM1330062v1_genomic.fna.gz	0.000060
genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	0.026944
genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	0.000879
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	0.021436
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	0.000000
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	0.000643
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	0.014807
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	0.019447
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	0.014914
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	0.015053
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	0.000904
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	0.000050
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	0.000618
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	0.000643
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	0.026313
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	0.000645
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/GCF_013300625.1_ASM1330062v1_genomic.fna.gz	0.000651
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	0.026433
genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	0.001471
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	0.021929
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	0.000643
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	0.000068
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	0.015399
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	0.020018
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	0.015501
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	0.015636
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	0.001470
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	0.000639
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	0.000058
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	0.000000
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	0.026827
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	0.000073
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/GCF_013300625.1_ASM1330062v1_genomic.fna.gz	0.000060
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	0.026960
genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	0.000881
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	0.027108
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	0.026433
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	0.026944
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	0.026571
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	0.026873
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	0.026592
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	0.026667
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	0.027196
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	0.026449
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	0.026927
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	0.026960
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	0.000983
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	0.026901
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/GCF_013300625.1_ASM1330062v1_genomic.fna.gz	0.026960
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	0.000000
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	0.027709
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	0.020413
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	0.014807
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	0.015378
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	0.000000
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	0.020262
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	0.000382
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	0.000636
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	0.015556
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	0.014804
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	0.015374
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	0.015399
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	0.025799
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	0.015363
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/GCF_013300625.1_ASM1330062v1_genomic.fna.gz	0.015381
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	0.026571
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	0.016114
genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	0.026686
genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	0.026313
genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	0.026811
genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	0.025799
genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	0.026708
genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	0.025840
genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	0.025902
genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	0.027052
genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	0.026323
